Invoice Number,Invoice Date,Sales Order#,Customer Name,Total with out GST,Total,Status,Salesperson Name,Account Type,Item Category
IV/BLR23-24/1821,16-10-2023,SO/BLR23-24/2136,STAR AUTOPARTS .,"INR 14,743","INR 17,397",Overdue,Chetan A,C1: TCP,-No Value-
IV/BLR23-24/1822,16-10-2023,SO/BLR23-24/2149,Re-Divin Hydrualic Spares & Lubricants,"INR 46,725","INR 55,136",Closed,TEJAS L,C1: TCP,-No Value-
IV/BLR23-24/1823,16-10-2023,SO/BLR23-24/2154,SHREE LAKSHMI ENTERPRISES,"INR 72,450","INR 85,492",Overdue,TEJAS L,C1: TCP,-No Value-
IV/BLR23-24/1824,16-10-2023,SO/BLR23-24/2165,Royal Enterprises,"INR 1,49,000","INR 175,820",Closed,Manogar G,C1: TCP,-No Value-
IV/BLR23-24/1825,16-10-2023,SO/BLR23-24/2166,SRI MARUTHI ENTERPRISES,"INR 18,400","INR 21,712",Closed,TEJAS L,C1: TCP,-No Value-
IV/BLR23-24/1826,16-10-2023,SO/BLR23-24/2167,Sri Anjeneya Automobiles,"INR 4,321","INR 5,099",Closed,TEJAS L,C1: TCP,-No Value-
IV/BLR23-24/1827,16-10-2023,SO/BLR23-24/2097,ZAM ZAM ENTERPRISES,"INR 49,708","INR 58,656",Closed,Abrar,C1: TCP,-No Value-
IV/BLR23-24/1828,16-10-2023,SO/BLR23-24/2099,RES HYDRAULICS WORKS .,"INR 80,000","INR 94,400",Closed,Chandrika,C2: Service Workshop,-No Value-
IV/BLR23-24/1829,17-10-2023,SO/BLR23-24/2175,NAGARAJ RAJU DASHAVANT..,"INR 12,820","INR 15,128",Closed,Sangamesh,C1: TCP,-No Value-
IV/BLR23-24/1830,17-10-2023,SO/BLR23-24/2110,N.B. INFRATECH,"INR 86,087","INR 101,583",Closed,Murugan,B1: Zonal Corporate,-No Value-
IV/BLR23-24/1831,17-10-2023,SO/BLR23-24/2022,SRI CHAMUNDESHWARI ENTERPRISES,"INR 1,27,500","INR 150,450",Closed,Abrar,C1: TCP,-No Value-
IV/BLR23-24/1832,17-10-2023,SO/BLR23-24/2174,"Shree Siddha Automotive, Karwar","INR 35,600","INR 42,008",Closed,Sangamesh,C1: TCP,-No Value-
IV/BLR23-24/1833,18-10-2023,SO/BLR23-24/2147,DYNATRACK TECHNOLOGIES INDIA PRIVATE LIMITED,"INR 1,05,950","INR 125,021",Overdue,Murugan,B3: Stone Crushers,-No Value-
IV/BLR23-24/1834,18-10-2023,SO/BLR23-24/2183,Indian Auto Electrical Works,"INR 2,203","INR 2,600",Closed,tousiff,C1: TCP,-No Value-
IV/BLR23-24/1835,18-10-2023,SO/BLR23-24/2182,M/s N.D.Waddar & Co P.W.D.Class-1 Contractor,"INR 5,27,250","INR 622,155",Overdue,Sangamesh,B2: Class 1 Contractors,-No Value-
IV/BLR23-24/1836,18-10-2023,SO/BLR23-24/2180,Sri Manjunatha Spares & Service,"INR 17,488","INR 20,636",Overdue,tousiff,C1: TCP,-No Value-
IV/BLR23-24/1837,18-10-2023,SO/BLR23-24/2168,HINDUSTAN HYDRAULIC,"INR 30,000","INR 35,400",Overdue,Sangamesh,C1: TCP,-No Value-
IV/BLR23-24/1838,18-10-2023,SO/BLR23-24/2184,VINAYAGA SPARES,"INR 24,570","INR 28,993",Closed,Manogar G,C1: TCP,-No Value-
IV/BLR23-24/1839,18-10-2023,SO/BLR23-24/2189,Tech Earth Engineers,"INR 24,788","INR 29,250",Closed,TEJAS L,C1: TCP,-No Value-
IV/BLR23-24/1840,18-10-2023,SO/BLR23-24/2172,RAJATHADRI CONSTRUCTIONS,"INR 74,500","INR 87,910",Closed,Prajwal P K,D1: Retail (Individual Owners),-No Value-
IV/BLR23-24/1841,18-10-2023,SO/BLR23-24/2181,NAGARAJ RAJU DASHAVANT..,"INR 12,796","INR 15,100",Closed,Sangamesh,C1: TCP,-No Value-
IV/BLR23-24/1842,18-10-2023,SO/BLR23-24/2128,Aditya Construction Company,"INR 14,300","INR 16,874",Closed,Sangamesh,A1: Corporate,-No Value-
IV/BLR23-24/1843,19-10-2023,SO/BLR23-24/2194,VINAYAKA ENTERPRISES,"INR 25,200","INR 29,736",Closed,tousiff,C1: TCP,-No Value-
IV/BLR23-24/1844,19-10-2023,SO/BLR23-24/2196,Vighnaraja Atomobiles and Hydraulics,"INR 12,053","INR 14,223",Closed,Sidheshwar Chaugule,-No Value-,-No Value-
IV/BLR23-24/1845,19-10-2023,SO/BLR23-24/2132,Sri Basaveshwara Auto Mobiles,"INR 3,600","INR 4,248",Closed,TEJAS L,C1: TCP,-No Value-
IV/BLR23-24/1846,19-10-2023,SO/BLR23-24/2173,GURU SARAVANA JCB TRACTORSPARES,"INR 14,742","INR 17,396",Overdue,Manogar G,C1: TCP,-No Value-
IV/BLR23-24/1847,19-10-2023,SO/BLR23-24/2195,Sun Light Automobile,"INR 46,835","INR 55,266",Closed,Sangamesh,C1: TCP,-No Value-
IV/BLR23-24/1848,19-10-2023,SO/BLR23-24/2199,Aditya Construction Company,"INR 95,000","INR 112,100",Closed,Sangamesh,A1: Corporate,-No Value-
IV/BLR23-24/1849,19-10-2023,SO/BLR23-24/2191,SHREE AMMAN EARTH MOVERS & SPARES,"INR 1,890","INR 2,231",Overdue,Manogar G,C1: TCP,-No Value-
IV/BLR23-24/1850,19-10-2023,SO/BLR23-24/2200,"SRI VEERA ANJANEYAR & CO.,","INR 25,121","INR 29,643",Overdue,Manogar G,C1: TCP,-No Value-
IV/BLR23-24/1851,19-10-2023,SO/BLR23-24/2198,Sri Venkateshwara Spares & Services,"INR 37,215","INR 43,914",Closed,tousiff,C1: TCP,-No Value-
IV/BLR23-24/1852,19-10-2023,SO/BLR23-24/2203,CHARITH ENTERPRISES,"INR 42,458","INR 50,101",Overdue,Vignesh G,C1: TCP,-No Value-
IV/BLR23-24/1853,19-10-2023,SO/BLR23-24/2199,Aditya Construction Company,"INR 7,500","INR 8,850",Closed,Sangamesh,A1: Corporate,-No Value-
IV/BLR23-24/1854,19-10-2023,SO/BLR23-24/2188,SHANKARANARAYANA CONSTRUCTIONS PRIVATE LIMITED,"INR 4,020","INR 4,744",Overdue,Bhuvi,A1: Corporate,-No Value-
IV/BLR23-24/1855,19-10-2023,SO/BLR23-24/2190,SHANKARANARAYANA CONSTRUCTIONS PRIVATE LIMITED,"INR 10,920","INR 12,886",Overdue,Bhuvi,A1: Corporate,-No Value-
IV/BLR23-24/1856,20-10-2023,SO/BLR23-24/2108,NAGARAJ RAJU DASHAVANT..,"INR 21,186","INR 25,000",Closed,Sangamesh,C1: TCP,-No Value-
IV/BLR23-24/1857,20-10-2023,SO/BLR23-24/2186,SHANKARANARAYANA CONSTRUCTIONS PRIVATE LIMITED,"INR 61,750","INR 72,865",Overdue,BHUVI,A1: Corporate,-No Value-
IV/BLR23-24/1858,20-10-2023,SO/BLR23-24/2222,Sri Manjunatha Spares & Service,"INR 49,176","INR 58,028",Overdue,tousiff,C1: TCP,-No Value-
IV/BLR23-24/1859,20-10-2023,SO/BLR23-24/2209,Pooja Automobiles,"INR 32,150","INR 37,937",Closed,tousiff,C1: TCP,-No Value-
IV/BLR23-24/1860,20-10-2023,SO/BLR23-24/2216,SHANMUKA EARTH MOVERS & SPARE PARTS SUPPLIER,"INR 14,125","INR 16,668",Closed,Chetan A,C1: TCP,-No Value-
IV/BLR23-24/1861,20-10-2023,SO/BLR23-24/2210,SHREE LAXMI TRADING,"INR 21,000","INR 24,780",Closed,Chandrika,C2: Service Workshop,-No Value-
IV/BLR23-24/1862,20-10-2023,SO/BLR23-24/2223,BALAJI INDUSTRIES,"INR 1,10,000","INR 129,800",Closed,Nitin,C1: TCP,-No Value-
IV/BLR23-24/1863,20-10-2023,SO/BLR23-24/2197,A S Crane services,"INR 1,59,322","INR 188,000",Closed,Chandrika,C2: Service Workshop,-No Value-
IV/BLR23-24/1864,20-10-2023,SO/BLR23-24/2226,YANTRALIVE PARTS TECHENOLGY PVT LMD -PUNE,"INR 9,21,100","INR 1,086,898",Closed,HEMANTH,A1: Corporate,-No Value-
IV/BLR23-24/1865,21-10-2023,SO/BLR23-24/2045,BALAJI INDUSTRIES,"INR 4,00,000","INR 472,000",Closed,Sharayu Sawant,C1: TCP,-No Value-
IV/BLR23-24/1866,25-10-2023,SO/BLR23-24/2229,SRI RAGHAVENDRA ELECTRICALS AND HARDWARES,"INR 7,250","INR 8,555",Closed,Chetan A,C1: TCP,-No Value-
IV/BLR23-24/1867,25-10-2023,SO/BLR23-24/2239,"Ajmeer Automobiles, DRP","INR 6,450","INR 7,611",Closed,Sangamesh,C1: TCP,-No Value-
IV/BLR23-24/1868,25-10-2023,SO/BLR23-24/2195,Sun Light Automobile,"INR 17,130","INR 20,214",Closed,Sangamesh,C1: TCP,-No Value-
IV/BLR23-24/1869,25-10-2023,SO/BLR23-24/2241,SV Hydraulics,"INR 10,838","INR 12,789",Closed,TEJAS L,C1: TCP,-No Value-
IV/BLR23-24/1870,25-10-2023,SO/BLR23-24/2205,Mallikarjun Transport India Private limited,"INR 1,30,000","INR 153,400",Closed,Prajwal P K,B1: Zonal Corporate,-No Value-
IV/BLR23-24/1871,25-10-2023,SO/BLR23-24/2193,M/s Thakur Industries,"INR 18,050","INR 21,299",Closed,Prajwal P K,D1: Retail (Individual Owners),-No Value-
IV/BLR23-24/1872,25-10-2023,SO/BLR23-24/2201,VG SETTRU,"INR 1,60,250","INR 189,095",Closed,TEJAS L,C1: TCP,-No Value-
IV/BLR23-24/1873,25-10-2023,SO/BLR23-24/2228,SIDDESHWARAJCBSPARES,"INR 1,00,325","INR 118,384",Overdue,Chetan A,C1: TCP,-No Value-
IV/BLR23-24/1874,25-10-2023,SO/BLR23-24/2255,Vaishnavi Enterprises Deepa,"INR 13,000","INR 15,340",Closed,priya,D1: Retail (Individual Owners),-No Value-
IV/BLR23-24/1875,25-10-2023,SO/BLR23-24/2213,Aditya Construction Company,"INR 83,050","INR 97,999",Closed,Sangamesh,A1: Corporate,-No Value-
IV/BLR23-24/1876,25-10-2023,SO/BLR23-24/2236,Sri Periyandavar And Company .,"INR 52,540","INR 62,000",Closed,Chandrika,C2: Service Workshop,-No Value-
IV/BLR23-24/1877,25-10-2023,SO/BLR23-24/2028,Nobel India construction Equipments,"INR 22,050","INR -26,019",Closed,Chandrika,C2: Service Workshop,-No Value-
IV/BLR23-24/1878,26-10-2023,SO/BLR23-24/2247,Pan Asian Builders,"INR 8,500","INR 10,030",Closed,Jagan,D1: Retail (Individual Owners),-No Value-
IV/BLR23-24/1879,26-10-2023,SO/BLR23-24/2251,SHANKARANARAYANA CONSTRUCTIONS PRIVATE LIMITED,"INR 1,44,000","INR 169,920",Overdue,Bhuvi,A1: Corporate,-No Value-
IV/BLR23-24/1880,26-10-2023,SO/BLR23-24/2246,Sri Manjunatha Spares (Malavalli),"INR 6,600","INR 7,788",Closed,Chetan A,C1: TCP,-No Value-
IV/BLR23-24/1881,26-10-2023,SO/BLR23-24/2244,M S JCB SPARES,"INR 30,500","INR 35,990",Closed,Manogar G,C1: TCP,-No Value-
IV/BLR23-24/1882,26-10-2023,SO/BLR23-24/2234,SRI VARI TRADERS,"INR 41,970","INR 49,525",Closed,Manogar G,C1: TCP,-No Value-
IV/BLR23-24/1883,26-10-2023,SO/BLR23-24/2240,TASTE EARTH MOVERS AND CONTRACTORS,"INR 13,524","INR 15,959",Closed,Chandrika,C2: Service Workshop,-No Value-
IV/BLR23-24/1884,26-10-2023,SO/BLR23-24/2253,SHANMUKA EARTH MOVERS & SPARE PARTS SUPPLIER,"INR 3,400","INR 4,012",Closed,Chetan A,C1: TCP,-No Value-
IV/BLR23-24/1885,26-10-2023,SO/BLR23-24/2243,GOMATESH GRANITES,"INR 51,700","INR 61,006",Closed,Murugan,B1: Zonal Corporate,-No Value-
IV/BLR23-24/1886,27-10-2023,SO/BLR23-24/2250,"Ajmeer Automobiles, DRP","INR 29,500","INR 34,810",Closed,Sangamesh,C1: TCP,-No Value-
IV/BLR23-24/1887,27-10-2023,SO/BLR23-24/2280,OM SAI HYDRAULICS Ahmednagar,"INR 12,285","INR 14,496",Closed,Sidheshwar Chaugule,C1: TCP,-No Value-
IV/BLR23-24/1888,27-10-2023,SO/BLR23-24/2259,SS LUBRICANTS AND SPARES,"INR 24,576","INR 29,000",Closed,Chetan A,C1: TCP,-No Value-
IV/BLR23-24/1889,27-10-2023,SO/BLR23-24/2273,AJANTA AUTOMOBILES,"INR 12,712","INR 15,000",Closed,Vignesh G,C1: TCP,-No Value-
IV/BLR23-24/1890,27-10-2023,SO/BLR23-24/2272,Aditya Construction Company,"INR 27,300","INR 32,214",Closed,Sangamesh,A1: Corporate,-No Value-
IV/BLR23-24/1891,27-10-2023,SO/BLR23-24/2227,SHANKARANARAYANA CONSTRUCTIONS PRIVATE LIMITED,"INR 17,150","INR 20,237",Overdue,BHUVI,A1: Corporate,-No Value-
IV/BLR23-24/1892,27-10-2023,SO/BLR23-24/2250,"Ajmeer Automobiles, DRP","INR 1,500","INR 1,770",Closed,Sangamesh,C1: TCP,-No Value-
IV/BLR23-24/1893,27-10-2023,SO/BLR23-24/2228,SIDDESHWARAJCBSPARES,"INR 22,500","INR 26,550",Overdue,Chetan A,C1: TCP,-No Value-
IV/BLR23-24/1894,27-10-2023,SO/BLR23-24/2250,"Ajmeer Automobiles, DRP","INR 13,800","INR 16,284",Closed,Sangamesh,C1: TCP,-No Value-
IV/BLR23-24/1895,28-10-2023,SO/BLR23-24/2238,UNIQUE ENTERPRISES,"INR 1,36,785","INR 161,407",Overdue,Yogesh Bangde,C1: TCP,-No Value-
IV/BLR23-24/1896,28-10-2023,SO/BLR23-24/2266,Naroni Automobiles,"INR 88,904","INR 104,907",Closed,Sangamesh,C1: TCP,-No Value-
IV/BLR23-24/1897,28-10-2023,SO/BLR23-24/2219,"Mahaveer Enterprises, TCP","INR 19,000","INR 22,420",Overdue,Sangamesh,C1: TCP,-No Value-
IV/BLR23-24/1898,28-10-2023,SO/BLR23-24/2224,SHANKARANARAYANA CONSTRUCTIONS PRIVATE LIMITED,"INR 34,000","INR 40,120",Overdue,Bhuvi,A1: Corporate,-No Value-
IV/BLR23-24/1899,28-10-2023,SO/BLR23-24/2225,SHANKARANARAYANA CONSTRUCTIONS PRIVATE LIMITED,"INR 34,750","INR 41,005",Overdue,Bhuvi,A1: Corporate,-No Value-
IV/BLR23-24/1900,28-10-2023,SO/BLR23-24/2283,VRUDHI ENTERPRISES (KUSHALNAGAR),"INR 15,008","INR 17,710",Closed,Abrar,C1: TCP,-No Value-
IV/BLR23-24/1901,28-10-2023,SO/BLR23-24/2217,DILIP MOTORS .,"INR 28,423","INR 33,540",Closed,Chetan A,C1: TCP,-No Value-
IV/BLR23-24/1902,28-10-2023,SO/BLR23-24/2289,FRIENDS AUTOMOBILES,"INR 4,400","INR 5,192",Overdue,tousiff,C1: TCP,-No Value-
IV/BLR23-24/1903,28-10-2023,SO/BLR23-24/2282,Samartha Associates,"INR 4,400","INR 5,192",Closed,tousiff,C1: TCP,-No Value-
IV/BLR23-24/1904,28-10-2023,SO/BLR23-24/2287,Aditya Construction Company,"INR 3,800","INR 4,484",Closed,Sangamesh,A1: Corporate,-No Value-
IV/BLR23-24/1905,28-10-2023,SO/BLR23-24/1775,SRI CHAMUNDESHWARI ENTERPRISES,"INR 11,700","INR 13,806",Closed,Abrar,C1: TCP,Ground Engaging Tools
IV/BLR23-24/1906,28-10-2023,SO/BLR23-24/2288,SRI NANJUNDESHWARA AUTOMOBILES SPERS AND TOOLS,"INR 22,648","INR 26,725",Closed,Chetan A,C1: TCP,-No Value-
IV/BLR23-24/1907,28-10-2023,SO/BLR23-24/2179,DELCO AUTOMOTIVE,"INR 22,50,000","INR 2,274,773",Closed,Pawan Arya,E1: Export,-No Value-
IV/BLR23-24/1908,28-10-2023,SO/BLR23-24/2232,NOBLE AUTOMOBILES,"INR 66,342","INR 78,284",Closed,Vignesh G,C1: TCP,-No Value-
IV/BLR23-24/1909,28-10-2023,SO/BLR23-24/2271,SRI KALABYRAVESHWARA TRADERS .,"INR 2,754","INR 3,250",Closed,Vignesh G,C1: TCP,-No Value-
IV/BLR23-24/1910,28-10-2023,SO/BLR23-24/1940,D Y UPPAR & SONS,"INR 10,500","INR 12,390",Closed,Sangamesh,A1: Corporate,-No Value-
IV/BLR23-24/1911,28-10-2023,SO/BLR23-24/2302,YANTRALIVE PARTS TECHENOLGY PVT LMD -PUNE,"INR 27,88,402","INR 3,290,314",Closed,HEMANTH,A1: Corporate,-No Value-
IV/BLR23-24/1912,28-10-2023,SO/BLR23-24/2257,SRI VENKATESWARA AGENCIES,"INR 1,14,000","INR 134,520",Closed,Sweta Bhende,D1: Retail (Individual Owners),-No Value-
IV/BLR23-24/1913,28-10-2023,SO/BLR23-24/2294,GOMATESH GRANITES,"INR 83,100","INR 98,058",Closed,Murugan,B1: Zonal Corporate,-No Value-
IV/BLR23-24/1914,30-10-2023,SO/BLR23-24/2130,Kiran Enterprises,"INR 10,169","INR 12,000",Overdue,tousiff,C1: TCP,-No Value-
IV/BLR23-24/1915,30-10-2023,SO/BLR23-24/2086,P.P.ENTERPRISES,"INR 61,525","INR 72,600",Overdue,Sangamesh,Customer BMM,-No Value-
IV/BLR23-24/1916,30-10-2023,SO/BLR23-24/2298,New Suyog Automobile,"INR 70,050","INR 82,659",Overdue,Yogesh Bangde,C3: Retailer,-No Value-
IV/BLR23-24/1917,30-10-2023,SO/BLR23-24/2182,M/s N.D.Waddar & Co P.W.D.Class-1 Contractor,"INR 2,01,500","INR 237,770",Closed,Sangamesh,B2: Class 1 Contractors,-No Value-
IV/BLR23-24/1918,30-10-2023,SO/BLR23-24/2284,ROYAL HYDRAULIC SPARES,"INR 89,350","INR 105,433",Overdue,Manogar G,C2: Service Workshop,-No Value-
IV/BLR23-24/1919,30-10-2023,SO/BLR23-24/2156,Shree Ganesh Hydraulics,"INR 1,47,000","INR 173,460",Closed,Chandrika,C2: Service Workshop,-No Value-
IV/BLR23-24/1920,30-10-2023,SO/BLR23-24/2204,Mallikarjun Transport India Private limited,"INR 56,000","INR 66,080",Closed,Prajwal P K,B1: Zonal Corporate,-No Value-
IV/BLR23-24/1921,30-10-2023,SO/BLR23-24/2254,Naroni Automobiles,"INR 40,329","INR 47,589",Overdue,Sangamesh,C1: TCP,-No Value-
IV/BLR23-24/1922,30-10-2023,SO/BLR23-24/2290,SUN HYDRAULICS AND ENGINEERS,"INR 1,04,000","INR 122,720",Closed,Murugan,C3: Retailer,-No Value-
IV/BLR23-24/1923,30-10-2023,SO/BLR23-24/2303,VIVEKANANDA EARTHMOVERS .,"INR 12,000","INR 14,160",Closed,Sangamesh,C1: TCP,-No Value-
IV/BLR23-24/1924,30-10-2023,SO/BLR23-24/2307,DDS JCB SERVICE CENTER .,"INR 16,160","INR 19,069",Closed,Vignesh G,C1: TCP,-No Value-
IV/BLR23-24/1925,30-10-2023,SO/BLR23-24/2278,DDS JCB SERVICE CENTER .,"INR 1,35,040","INR 159,348",Closed,Vignesh G,C1: TCP,-No Value-
IV/BLR23-24/1926,31-10-2023,SO/BLR23-24/2311,NAGARAJ RAJU DASHAVANT..,"INR 1,250","INR 1,475",Closed,Sangamesh,C1: TCP,-No Value-
IV/BLR23-24/1927,31-10-2023,SO/BLR23-24/2262,ROCK TECH ENGINEERS,"INR 70,200","INR 82,836",Overdue,Manogar G,C1: TCP,-No Value-
IV/BLR23-24/1928,31-10-2023,SO/BLR23-24/2264,VIJAY EQUIPMENTS,"INR 1,28,800","INR 151,984",Overdue,Manogar G,C1: TCP,-No Value-
IV/BLR23-24/1929,31-10-2023,SO/BLR23-24/2299,Star Lubricants &Star Crane Services,"INR 8,800","INR 10,384",Closed,tousiff,C1: TCP,-No Value-
IV/BLR23-24/1930,31-10-2023,SO/BLR23-24/2235,"SRI VEERA ANJANEYAR & CO.,","INR 2,66,864","INR 314,900",Closed,Manogar G,C1: TCP,-No Value-
IV/BLR23-24/1931,31-10-2023,SO/BLR23-24/2308,"Shiva Hydraulics,Bellary","INR 45,000","INR 53,100",Overdue,Sangamesh,C1: TCP,-No Value-
IV/BLR23-24/1932,31-10-2023,SO/BLR23-24/2270,SriBasaveshwaraEntrprisese,"INR 93,455","INR 110,277",Overdue,Chetan A,C1: TCP,-No Value-
IV/BLR23-24/1933,31-10-2023,SO/BLR23-24/2310,SR Automobiles,"INR 43,470","INR 51,295",Overdue,Manogar G,C1: TCP,-No Value-
IV/BLR23-24/1934,31-10-2023,SO/BLR23-24/2309,Sri Vinayaga Blue Metals,"INR 35,093","INR 41,410",Closed,Prajwal P K,D1: Retail (Individual Owners),-No Value-
IV/BLR23-24/1935,31-10-2023,SO/BLR23-24/2315,Sri Krishna Automobiles,"INR 53,552","INR 63,192",Closed,AVINASH,C1: TCP,-No Value-
IV/BLR23-24/1936,31-10-2023,SO/BLR23-24/2254,Naroni Automobiles,"INR 25,000","INR 29,500",Closed,Sangamesh,C1: TCP,-No Value-
IV/BLR23-24/1937,31-10-2023,SO/BLR23-24/2265,Vighnaraja Atomobiles and Hydraulics,"INR 9,329","INR 11,009",Closed,Sidheshwar Chaugule,-No Value-,-No Value-
IV/BLR23-24/1938,31-10-2023,SO/BLR23-24/2318,Sri Lakshmi Engineering Works,"INR 30,321","INR 35,779",Overdue,tousiff,C1: TCP,-No Value-
IV/BLR23-24/1939,31-10-2023,SO/BLR23-24/2327,Sri Periyandavar And Company .,"INR 1,100","INR 1,298",Closed,Chandrika,C2: Service Workshop,-No Value-
IV/BLR23-24/1940,31-10-2023,SO/BLR23-24/2319,SHREE BASAVESHWARA HYDRAULICS,"INR 51,610","INR 60,900",Closed,AVINASH,C1: TCP,-No Value-
IV/BLR23-24/1941,31-10-2023,SO/BLR23-24/2202,SHRI MANJUNATHA ENTERPRISES,"INR 1,09,230","INR 128,892",Closed,TEJAS L,C1: TCP,-No Value-
IV/BLR23-24/1942,31-10-2023,SO/BLR23-24/2321,Aditya Construction Company,"INR 20,500","INR 24,190",Closed,Sangamesh,A1: Corporate,-No Value-
IV/BLR23-24/1943,31-10-2023,SO/BLR23-24/2123,Shiv Hydraulics,"INR 27,700","INR 32,686",Overdue,Shreetej Tirodkar,C1: TCP,-No Value-
IV/BLR23-24/1944,31-10-2023,SO/BLR23-24/2332,J K HYDRAULICS,"INR 80,785","INR 95,327",Closed,Abrar,C1: TCP,-No Value-
IV/BLR23-24/1945,31-10-2023,SO/BLR23-24/2323,SAM TOOTH POINT,"INR 24,576","INR 29,000",Closed,Vignesh G,C1: TCP,-No Value-
IV/BLR23-24/1946,31-10-2023,SO/BLR23-24/2341,YANTRALIVE PARTS TECHNOLOGY-MUM,"INR 4,452","INR 5,254",Closed,HEMANTH,A1: Corporate,-No Value-
IV/BLR23-24/1947,31-10-2023,SO/BLR23-24/2297,HYDRO POWER,"INR 26,000","INR 30,680",Closed,Vignesh G,C1: TCP,-No Value-
IV/BLR23-24/1948,31-10-2023,SO/BLR23-24/2326,ROYAL HYDRAULIC SPARES,"INR 13,000","INR 15,340",Overdue,Manogar G,C2: Service Workshop,-No Value-
IV/BLR23-24/1949,31-10-2023,SO/BLR23-24/2342,YANTRALIVE PARTS TECHNOLOGY-MUM,INR 258,INR 305,Closed,HEMANTH,A1: Corporate,-No Value-
IV/BLR23-24/1950,31-10-2023,SO/BLR23-24/2294,GOMATESH GRANITES,"INR 58,768","INR 69,347",Closed,Murugan,B1: Zonal Corporate,-No Value-
IV/BLR23-24/1951,31-10-2023,SO/BLR23-24/2325,"Shiva Hydraulics,Bellary","INR 13,200","INR 15,576",Overdue,Sangamesh,C1: TCP,-No Value-
IV/BLR23-24/1952,31-10-2023,SO/BLR23-24/2279,D S EARTHMOVERS AND SPARE PARTS,"INR 60,270","INR 71,119",Closed,Nitin,C1: TCP,-No Value-
IV/BLR23-24/1953,31-10-2023,SO/BLR23-24/2123,Shiv Hydraulics,"INR 1,15,690","INR 136,515",Overdue,Shreetej Tirodkar,C1: TCP,-No Value-
IV/BLR23-24/1954,31-10-2023,SO/BLR23-24/2312,ARCC MAX BUSINESS PVT LTD,"INR 5,45,000","INR 643,100",Closed,Bhuvi,C3: Retailer,-No Value-
IV/BLR23-24/1955,31-10-2023,SO/BLR23-24/2163,A.P. ENTERPRISES,"INR 3,70,000","INR 436,600",Closed,Prajwal P K,C3: Retailer,-No Value-
IV/BLR23-24/1956,31-10-2023,SO/BLR23-24/2242,SRI LAKSHMI VENKATESHWARA AUTO MOBILES,"INR 32,625","INR 38,498",Overdue,TEJAS L,C1: TCP,-No Value-
IV/BLR23-24/1957,31-10-2023,SO/BLR23-24/2328,Sri Lakshmiranganatha Automobiles,"INR 74,282","INR 87,654",Overdue,AVINASH,C1: TCP,-No Value-
IV/BLR23-24/1958,31-10-2023,SO/BLR23-24/2331,Vinayaka Spares,"INR 11,000","INR 12,980",Closed,tousiff,C1: TCP,-No Value-
IV/BLR23-24/1959,31-10-2023,SO/BLR23-24/2334,SHAKTI EARTHMOVING SPARES,"INR 4,00,000","INR 472,000",Overdue,Nitin,C1: TCP,-No Value-
IV/BLR23-24/1960,31-10-2023,SO/BLR23-24/2330,SRI CHAMUNDESHWARI ENTERPRISES,"INR 4,14,729","INR 489,380",Closed,Abrar,C1: TCP,-No Value-
IV/BLR23-24/1961,31-10-2023,SO/BLR23-24/2339,SAI HYDRAULICS,"INR 4,00,000","INR 472,000",Overdue,Nitin,C1: TCP,-No Value-
IV/BLR23-24/1962,31-10-2023,SO/BLR23-24/2340,A N HYDRAULICS,"INR 11,35,000","INR 1,339,300",Closed,Nitin,C1: TCP,-No Value-
IV/BLR23-24/1963,31-10-2023,SO/BLR23-24/2277,Varsha Enterprises,"INR 36,000","INR 42,480",Closed,tousiff,C1: TCP,-No Value-
IV/BLR23-24/1964,31-10-2023,SO/BLR23-24/2301,BALAJI INDUSTRIES,"INR 1,46,975","INR 173,431",Overdue,Nitin,C1: TCP,-No Value-
IV/BLR23-24/1965,31-10-2023,SO/BLR23-24/2320,A. A. SOLUTIONS GOA,"INR 1,33,000","INR 156,940",Closed,Murugan,C3: Retailer,-No Value-
IV/BLR23-24/1966,31-10-2023,SO/BLR23-24/2201,VG SETTRU,"INR 1,15,000","INR 135,700",Closed,TEJAS L,C1: TCP,-No Value-
IV/BLR23-24/1967,31-10-2023,SO/BLR23-24/2324,A. A. SOLUTIONS GOA,"INR 1,70,000","INR 200,600",Overdue,Murugan,C3: Retailer,-No Value-
IV/BLR23-24/1968,31-10-2023,SO/BLR23-24/2335,DYNATRACK TECHNOLOGIES INDIA PRIVATE LIMITED,"INR 87,000","INR 102,660",Overdue,Murugan,B3: Stone Crushers,-No Value-
IV/BLR23-24/1969,31-10-2023,SO/BLR23-24/2313,DYNATRACK TECHNOLOGIES INDIA PRIVATE LIMITED,"INR 34,216","INR 40,375",Overdue,Murugan,B3: Stone Crushers,-No Value-
IV/BLR23-24/1970,31-10-2023,SO/BLR23-24/2314,DYNATRACK TECHNOLOGIES INDIA PRIVATE LIMITED,"INR 34,216","INR 40,375",Overdue,Murugan,B3: Stone Crushers,-No Value-
IV/BLR23-24/1971,31-10-2023,SO/BLR23-24/2322,DELCO AUTOMOTIVE,"INR 59,00,000","INR 5,911,806",Closed,Pawan Arya,E1: Export,-No Value-
IV/BLR23-24/1972,31-10-2023,SO/BLR23-24/2230,M T R ENTERPRISES,"INR 4,08,134","INR 481,599",Overdue,Vignesh G,C1: TCP,-No Value-
IV/BLR23-24/1973,31-10-2023,SO/BLR23-24/2269,SRI MANJUNATHA SPARES(Chanpatna) .,"INR 89,570","INR 105,693",Overdue,Chetan A,C1: TCP,-No Value-
